student_name,roll_number,branch,semester,attendance_pct,internal_marks,assignment_score,quiz_score,study_hours_per_week,previous_cgpa,activity_participation,final_percentage,pass_fail,grade
Arjun Das,CSE20240998,CSE,5,81.9,32.8,63.2,72.6,24.5,5.74,Low,69.39,1,B
Ishita Agarwal,CE20240999,CE,1,93.6,27.3,100.0,62.1,18.4,5.91,None,63.04,1,C
Tanvi Chauhan,ME20241000,ME,8,63.7,19.2,26.2,93.4,1.0,8.02,Medium,66.33,1,B
Nikhil Agarwal,CE20241001,CE,2,64.6,25.8,49.8,35.2,20.1,5.88,None,59.69,1,C
Divya Srivastava,CE20241002,CE,4,92.8,8.8,62.7,77.4,21.4,10.0,Medium,76.64,1,B
Harsh Bhatia,CE20241003,CE,2,38.3,50.0,87.0,59.0,15.0,6.44,Low,68.78,1,B
Ankit Reddy,CE20241004,CE,1,65.0,13.2,70.8,73.3,26.8,8.11,None,62.83,1,C
Swati Mehta,EE20241005,EE,7,75.4,15.6,68.8,48.4,15.7,7.65,Medium,55.06,1,C
Neha Das,EE20241006,EE,2,80.1,22.7,37.2,81.6,2.7,6.13,Low,59.97,1,C
Komal Rajput,ECE20241007,ECE,1,62.8,43.5,36.5,64.5,16.9,5.14,Low,55.82,1,C
Rajat Mishra,CSE20241008,CSE,8,72.6,28.2,69.1,43.1,16.0,6.8,Low,47.43,1,D
Megha Mishra,CE20241009,CE,6,27.2,13.2,32.0,57.7,9.2,7.12,Medium,36.02,0,F
Pankaj Khanna,ECE20241010,ECE,3,60.2,43.1,50.3,52.7,18.6,5.17,Medium,55.67,1,C
Sonal Dubey,CSE20241011,CSE,8,80.2,36.8,73.0,68.8,0.7,6.5,None,73.02,1,B
Priya Malhotra,ME20241012,ME,4,54.3,34.5,40.4,32.0,21.9,8.43,Low,66.67,1,B
Harsh Khanna,EE20241013,EE,1,73.1,36.6,97.3,57.4,7.0,9.93,Low,66.26,1,B
Manish Jain,CSE20241014,CSE,2,80.0,50.0,88.9,66.7,6.1,7.74,Low,84.43,1,A
Vivek Rajput,ME20241015,ME,4,65.8,50.0,27.4,58.7,13.1,9.55,High,76.43,1,B
Simran Chopra,CSE20241016,CSE,3,75.1,19.8,41.5,87.6,17.5,5.07,Medium,49.92,1,D
Pankaj Malhotra,EE20241017,EE,6,54.7,47.5,11.7,75.0,15.3,7.46,Medium,62.26,1,C
Pooja Srivastava,EE20241018,EE,7,68.3,32.6,44.8,57.8,8.1,8.61,Low,57.89,1,C
Manish Chauhan,ECE20241019,ECE,4,83.0,34.0,78.9,62.8,10.0,4.59,Medium,69.48,1,B
Rahul Sharma,CE20241020,CE,7,74.8,7.7,52.9,64.5,4.9,5.33,High,42.5,1,D
Sonal Chopra,CSE20241021,CSE,1,61.4,26.0,72.1,66.9,12.2,9.33,Medium,64.18,1,C
Sonal Tiwari,CSE20241022,CSE,3,76.0,18.2,28.5,17.8,22.6,4.44,Medium,41.63,1,D
Aarti Singh,ME20241023,ME,2,84.9,37.9,79.6,51.4,14.0,3.79,Medium,68.63,1,B
Kavita Khanna,EE20241024,EE,3,35.1,40.9,49.8,25.3,20.9,8.95,Medium,57.8,1,C
Mohit Nair,CSE20241025,CSE,3,92.9,3.1,62.3,86.1,25.6,8.35,Low,59.14,1,C
Kunal Bhatia,EE20241026,EE,5,65.9,27.7,60.0,56.7,9.3,6.98,Medium,57.76,1,C
Kavita Rajput,CSE20241027,CSE,3,79.7,41.5,34.0,53.7,12.5,6.12,Low,72.83,1,B
Simran Nair,ECE20241028,ECE,3,93.6,25.8,36.6,77.7,31.4,5.41,Medium,64.15,1,C
Karan Pandey,CE20241029,CE,8,47.3,36.7,83.3,67.3,25.6,6.71,High,64.66,1,C
Mohit Verma,CSE20241030,CSE,4,59.2,32.2,70.8,33.2,0.6,9.04,High,63.17,1,C
Ankit Joshi,EE20241031,EE,2,66.8,32.1,85.1,56.4,17.1,6.63,Low,64.64,1,C
Ankit Dubey,ECE20241032,ECE,8,57.9,24.7,69.1,50.6,14.0,10.0,None,53.31,1,C
Akash Verma,CSE20241033,CSE,8,100.0,13.4,65.1,19.6,20.6,4.58,None,62.58,1,C
Vivek Agarwal,ME20241034,ME,4,56.6,14.5,24.0,42.8,8.0,6.16,Medium,39.57,0,F
Simran Srivastava,CE20241035,CE,4,62.0,36.5,56.1,54.0,7.3,5.53,High,58.4,1,C
Rahul Khanna,CSE20241036,CSE,1,75.7,28.2,61.4,55.5,8.6,4.25,Medium,57.6,1,C
Sakshi Pandey,ECE20241037,ECE,4,50.4,26.3,100.0,25.4,9.4,5.92,None,61.92,1,C
Nisha Verma,ME20241038,ME,5,64.9,22.9,77.1,83.3,20.5,6.95,High,58.64,1,C
Sneha Dubey,ECE20241039,ECE,5,77.7,24.3,95.8,55.8,4.6,7.14,High,66.67,1,B
Aditya Gupta,ECE20241040,ECE,8,66.0,40.6,75.1,58.8,9.0,10.0,Low,81.77,1,A
Tanvi Verma,ME20241041,ME,7,70.3,24.0,46.4,66.8,0.0,7.04,Medium,55.74,1,C
Ankita Chauhan,ECE20241042,ECE,1,62.5,11.9,64.6,40.7,22.1,8.27,Medium,47.5,1,D
Komal Srivastava,ME20241043,ME,7,44.7,36.9,67.2,68.0,24.2,6.32,Medium,61.61,1,C
Tushar Yadav,CSE20241044,CSE,7,77.8,25.5,41.3,49.9,11.4,9.22,High,62.7,1,C
Rahul Das,ME20241045,ME,8,100.0,28.4,53.5,38.3,11.6,10.0,None,72.52,1,B
Megha Iyer,ME20241046,ME,6,72.3,47.3,57.5,70.6,17.6,7.16,Medium,72.27,1,B
Ankit Bhatia,CE20241047,CE,8,76.1,27.8,97.3,90.8,25.8,4.41,Medium,76.03,1,B
Swati Gupta,ME20241048,ME,2,84.5,31.5,16.2,73.9,17.3,5.21,High,54.13,1,C
Rahul Kumar,ME20241049,ME,2,49.2,13.9,88.5,78.3,8.4,6.71,High,49.76,1,D
Akash Bhatia,CSE20241050,CSE,4,100.0,25.4,41.4,46.5,1.0,7.02,High,57.25,1,C
Simran Mehta,CE20241051,CE,4,75.6,35.3,31.8,22.9,5.1,7.46,Medium,62.13,1,C
Nikhil Dubey,EE20241052,EE,6,100.0,9.3,88.0,90.8,14.6,7.03,High,69.01,1,B
Divya Das,CSE20241053,CSE,4,58.8,30.4,78.1,100.0,8.8,6.21,Low,67.14,1,B
Harsh Yadav,CSE20241054,CSE,2,100.0,29.2,89.6,91.9,15.6,5.05,Low,75.19,1,B
Jyoti Gupta,EE20241055,EE,7,86.0,28.5,79.6,50.6,9.6,6.92,Low,69.81,1,B
Aman Pillai,ME20241056,ME,8,82.0,40.4,100.0,32.6,5.5,9.54,High,72.12,1,B
Vivek Patel,ECE20241057,ECE,3,76.2,32.0,74.3,34.6,4.6,8.04,High,67.23,1,B
Swati Tiwari,CE20241058,CE,5,67.5,45.7,58.6,21.0,26.5,7.16,Low,62.0,1,C
Suresh Tiwari,ECE20241059,ECE,3,93.6,16.1,69.5,55.6,21.1,8.05,None,72.8,1,B
Ishita Thakur,EE20241060,EE,3,74.5,29.6,89.4,93.3,27.8,5.53,High,71.35,1,B
Megha Pandey,CSE20241061,CSE,2,36.6,29.0,44.9,54.9,18.3,5.29,Medium,46.39,1,D
Harsh Agarwal,CSE20241062,CSE,3,51.9,15.2,47.7,64.7,10.6,4.85,High,50.51,1,C
Pankaj Singh,CE20241063,CE,8,68.7,39.5,55.2,88.3,24.6,5.97,Low,71.02,1,B
Gaurav Patel,CSE20241064,CSE,6,77.6,50.0,15.7,49.1,13.7,5.44,None,63.46,1,C
Pooja Chauhan,CSE20241065,CSE,1,71.0,27.8,65.0,100.0,15.8,8.37,Low,70.99,1,B
Preeti Pandey,CE20241066,CE,4,93.9,34.1,20.5,100.0,13.7,5.34,None,59.89,1,C
Vivek Patel,CE20241067,CE,1,36.9,29.0,63.2,55.1,0.0,4.76,Low,55.33,1,C
Bhavna Agarwal,EE20241068,EE,7,74.6,19.4,81.0,45.3,26.8,9.7,None,69.28,1,B
Varun Joshi,CSE20241069,CSE,8,39.3,6.2,51.5,73.3,17.9,5.39,Low,49.53,1,D
Ankit Patel,CSE20241070,CSE,8,85.7,19.5,98.9,50.4,16.6,6.48,None,60.51,1,C
Deepak Thakur,EE20241071,EE,5,70.3,11.3,29.9,32.6,13.5,7.01,High,48.06,1,D
Simran Khanna,ME20241072,ME,8,79.6,48.4,88.2,86.2,15.3,4.15,Low,77.82,1,B
Ankita Pillai,ME20241073,ME,4,56.5,26.6,76.9,84.8,9.2,8.42,Low,69.93,1,B
Komal Khanna,ME20241074,ME,8,95.0,23.8,24.2,61.4,18.9,7.35,High,68.29,1,B
Vivek Mishra,EE20241075,EE,3,90.8,38.7,100.0,30.2,3.5,9.01,Medium,73.9,1,B
Tushar Thakur,CSE20241076,CSE,5,82.5,14.5,60.6,31.0,15.5,4.98,Medium,42.75,1,D
Nisha Tiwari,EE20241077,EE,4,69.7,18.8,42.7,60.4,18.5,6.38,Medium,63.4,1,C
Mohit Thakur,EE20241078,EE,6,82.4,28.8,31.0,47.0,12.4,6.27,High,60.86,1,C
Pankaj Singh,ME20241079,ME,6,59.3,40.3,57.2,50.5,17.0,6.67,High,62.38,1,C
Kavita Mehta,ECE20241080,ECE,6,87.4,34.0,59.2,80.5,6.1,3.58,Medium,65.86,1,B
Simran Gupta,CSE20241081,CSE,6,100.0,31.0,64.3,74.1,6.3,6.4,High,62.88,1,C
Rashmi Kumar,ME20241082,ME,3,91.3,28.9,55.4,88.3,15.9,3.63,Medium,70.46,1,B
Shruti Mehta,ECE20241083,ECE,8,58.9,32.8,75.9,36.2,19.4,6.85,Low,53.26,1,C
Akash Sharma,ECE20241084,ECE,1,78.5,30.4,53.5,50.4,0.0,2.37,High,51.94,1,C
Karan Saxena,CE20241085,CE,4,48.7,15.6,19.4,74.7,18.2,2.87,Medium,43.23,1,D
Kavita Pillai,CSE20241086,CSE,3,82.3,28.6,58.7,67.9,9.7,7.67,High,71.87,1,B
Simran Patel,ECE20241087,ECE,6,80.1,15.1,9.9,91.7,12.5,5.22,None,50.3,1,C
Simran Chauhan,ME20241088,ME,7,38.3,29.0,69.8,67.3,3.3,4.42,Low,53.85,1,C
Varun Bhatia,CE20241089,CE,8,51.1,22.2,40.5,98.7,7.2,8.49,High,59.59,1,C
Aditya Bhatia,CSE20241090,CSE,1,66.9,50.0,65.6,69.9,21.7,6.79,Low,74.65,1,B
Ankit Kumar,EE20241091,EE,7,66.6,27.5,90.9,81.4,14.3,7.77,High,71.57,1,B
Harsh Jain,ME20241092,ME,5,50.2,11.1,41.1,50.9,10.9,5.9,High,43.02,1,D
Amit Agarwal,ECE20241093,ECE,7,79.0,26.4,85.3,58.3,13.1,10.0,High,63.38,1,C
Siddharth Tiwari,ECE20241094,ECE,5,76.5,34.2,52.5,78.0,17.9,5.11,Medium,61.77,1,C
Bhavna Saxena,ME20241095,ME,5,68.5,48.1,100.0,93.5,17.5,9.34,Medium,87.88,1,A
Swati Thakur,ECE20241096,ECE,6,58.4,20.9,54.0,74.0,13.4,6.09,High,55.57,1,C
Pankaj Dubey,CE20241097,CE,5,90.9,9.0,43.5,56.2,22.7,3.22,Medium,48.86,1,D
Akash Saxena,CSE20241098,CSE,2,100.0,37.8,77.1,88.3,21.8,7.07,Medium,79.65,1,B
Sonal Jain,CE20241099,CE,4,63.3,11.4,52.4,9.8,17.3,6.77,High,40.85,1,D
Ishita Mishra,ECE20241100,ECE,4,61.0,22.8,43.5,26.7,14.4,4.31,Medium,43.23,1,D
Amit Gupta,EE20241101,EE,6,80.8,24.9,51.5,73.0,19.3,4.54,High,60.39,1,C
Rahul Srivastava,CSE20241102,CSE,2,65.6,27.2,61.0,58.3,16.5,6.16,None,58.01,1,C
Preeti Singh,CSE20241103,CSE,7,69.5,36.3,91.5,71.3,22.5,6.83,None,74.31,1,B
Mohit Sharma,ME20241104,ME,3,85.3,19.8,19.5,59.4,21.2,1.75,Low,46.32,1,D
Nisha Rajput,ME20241105,ME,7,37.6,24.7,62.5,70.6,5.9,8.1,Low,48.81,1,D
Sakshi Verma,EE20241106,EE,8,95.7,27.8,75.7,40.1,5.3,5.31,Medium,54.21,1,C
Bhavna Malhotra,CSE20241107,CSE,3,73.3,29.8,66.3,70.6,8.4,3.8,None,70.88,1,B
Divya Pandey,EE20241108,EE,5,64.6,29.2,90.8,79.9,21.8,7.89,High,67.76,1,B
Sneha Yadav,ME20241109,ME,1,70.4,33.2,60.4,84.9,1.4,6.16,Low,59.97,1,C
Bhavna Mehta,ME20241110,ME,3,71.3,38.1,57.9,100.0,17.2,8.39,Low,76.97,1,B
Jyoti Iyer,CSE20241111,CSE,1,40.8,32.7,75.0,63.4,16.9,6.99,Low,62.28,1,C
Ishita Thakur,CE20241112,CE,4,98.9,33.4,64.2,64.0,23.3,6.2,Medium,74.94,1,B
Vikram Agarwal,ECE20241113,ECE,1,72.7,9.0,53.4,24.5,15.4,5.93,None,41.26,1,D
Ankita Malhotra,ME20241114,ME,4,80.0,28.6,73.4,46.3,3.3,7.07,None,60.88,1,C
Karan Chauhan,ME20241115,ME,2,89.1,33.8,47.6,53.8,6.3,5.46,Medium,61.5,1,C
Deepak Gupta,CE20241116,CE,2,53.6,36.7,48.6,81.1,4.5,4.67,None,55.09,1,C
Simran Thakur,CE20241117,CE,6,80.5,19.7,50.4,44.6,9.7,7.3,Low,55.3,1,C
Ankita Nair,EE20241118,EE,6,67.2,20.1,91.8,75.5,12.5,5.94,Medium,67.4,1,B
Akash Dubey,EE20241119,EE,5,87.2,21.1,0.0,58.0,4.7,6.26,None,47.14,1,D
Sakshi Agarwal,ECE20241120,ECE,3,33.7,34.4,70.7,54.1,25.8,8.16,Low,61.77,1,C
Komal Gupta,ECE20241121,ECE,5,70.2,40.4,62.8,63.5,3.4,6.0,None,68.38,1,B
Aarti Gupta,CSE20241122,CSE,4,61.1,23.1,25.0,49.4,24.8,6.23,Low,55.78,1,C
Ankit Nair,EE20241123,EE,5,79.8,38.9,68.8,48.6,23.5,5.12,Medium,75.99,1,B
Nikhil Pillai,ME20241124,ME,1,80.5,29.5,72.5,20.5,21.2,6.98,None,51.79,1,C
Simran Reddy,EE20241125,EE,4,59.3,26.5,75.0,52.5,8.4,6.83,High,64.11,1,C
Megha Chauhan,ME20241126,ME,6,59.2,25.5,3.7,47.4,16.7,7.82,High,54.17,1,C
Aman Khanna,CE20241127,CE,2,70.0,37.0,92.1,46.6,3.8,5.16,None,57.57,1,C
Siddharth Iyer,EE20241128,EE,6,55.9,31.9,45.8,67.2,21.3,5.38,High,61.73,1,C
Manish Thakur,CE20241129,CE,3,87.2,50.0,77.1,72.5,13.4,7.63,Low,85.43,1,A
Anjali Verma,ECE20241130,ECE,4,65.4,17.8,78.3,63.1,10.7,6.65,None,51.69,1,C
Vivek Tiwari,ECE20241131,ECE,4,19.7,34.2,42.7,79.9,4.2,4.57,None,49.55,1,D
Rahul Gupta,CSE20241132,CSE,1,65.3,21.6,76.5,70.7,0.0,8.55,Low,63.62,1,C
Rajat Patel,EE20241133,EE,3,53.3,17.6,53.5,51.5,5.7,3.14,Medium,37.49,0,F
Kunal Dubey,CE20241134,CE,2,42.6,27.9,16.4,47.8,22.9,7.61,Low,49.03,1,D
Aditya Dubey,ME20241135,ME,7,49.7,29.6,87.7,64.9,10.8,3.92,High,60.71,1,C
Vikram Khanna,ECE20241136,ECE,4,74.0,50.0,44.9,70.6,12.6,9.59,Medium,72.18,1,B
Jyoti Mishra,ECE20241137,ECE,4,95.9,25.8,43.2,88.8,19.2,3.42,Low,57.91,1,C
Nisha Pandey,ME20241138,ME,1,77.6,14.4,53.1,84.2,28.4,8.27,Medium,63.64,1,C
Suresh Patel,CE20241139,CE,5,61.1,31.3,68.0,46.1,24.6,6.05,High,67.22,1,B
Ankita Mishra,CE20241140,CE,8,80.2,3.1,60.7,55.8,6.2,5.54,None,48.14,1,D
Swati Verma,EE20241141,EE,2,63.7,26.9,74.1,72.8,0.0,6.53,Low,54.21,1,C
Vikram Iyer,EE20241142,EE,6,59.5,28.2,32.5,81.5,32.9,7.34,Low,66.1,1,B
Megha Thakur,CSE20241143,CSE,3,51.2,37.5,45.7,78.7,32.2,4.57,Low,58.88,1,C
Bhavna Pillai,ECE20241144,ECE,4,40.5,39.7,59.4,56.6,15.5,4.73,Medium,49.77,1,D
Varun Jain,EE20241145,EE,4,65.0,22.0,100.0,30.4,3.8,7.37,Low,54.23,1,C
Vivek Bhatia,CE20241146,CE,6,74.8,26.2,59.5,36.0,21.7,3.13,Medium,59.62,1,C
Varun Kapoor,ME20241147,ME,2,70.3,18.8,85.9,64.0,13.1,5.15,Medium,61.72,1,C
Tushar Kumar,CE20241148,CE,8,64.5,14.5,62.8,65.5,13.1,10.0,Medium,59.16,1,C
Akash Dubey,ECE20241149,ECE,5,55.0,31.7,51.4,33.8,21.2,4.46,None,49.54,1,D
Manish Mehta,CE20241150,CE,4,82.9,12.7,56.6,59.0,16.7,8.27,Low,55.4,1,C
Rohan Chopra,CSE20241151,CSE,8,48.3,23.0,58.3,71.9,4.5,5.15,Low,50.58,1,C
Jyoti Pandey,ECE20241152,ECE,2,86.0,16.1,75.3,32.7,11.4,7.12,Low,50.14,1,C
Arjun Srivastava,ME20241153,ME,6,54.0,34.6,92.2,82.3,19.3,7.38,High,71.43,1,B
Harsh Patel,CSE20241154,CSE,1,58.5,49.6,69.9,49.7,18.1,8.23,Low,70.73,1,B
Arjun Rajput,ECE20241155,ECE,5,45.6,12.4,88.1,85.7,16.1,5.84,None,47.42,1,D
Sneha Tiwari,ME20241156,ME,3,63.0,5.8,40.8,46.3,21.5,9.78,Low,44.92,1,D
Siddharth Verma,CSE20241157,CSE,4,89.6,26.5,52.9,35.4,11.1,5.14,High,59.95,1,C
Rashmi Jain,CSE20241158,CSE,2,81.3,28.2,46.1,47.9,15.4,6.62,Medium,59.79,1,C
Shruti Thakur,ECE20241159,ECE,1,89.6,30.6,68.9,55.9,0.0,6.64,Medium,61.86,1,C
Rohan Patel,EE20241160,EE,3,81.4,22.6,54.1,49.5,10.4,4.18,Low,47.93,1,D
Rajat Verma,CSE20241161,CSE,7,52.1,25.6,78.1,53.2,20.1,5.69,Low,64.86,1,C
Simran Patel,CSE20241162,CSE,2,66.0,32.4,41.5,65.3,10.9,6.49,Medium,55.19,1,C
Nisha Agarwal,ME20241163,ME,2,58.0,40.5,62.9,54.2,10.3,5.42,High,64.38,1,C
Vikram Das,CE20241164,CE,3,96.0,4.5,77.1,56.5,5.7,10.0,Medium,56.98,1,C
Megha Tiwari,ECE20241165,ECE,1,50.5,23.6,16.6,20.4,22.0,4.69,Medium,41.67,1,D
Neha Joshi,ECE20241166,ECE,7,88.1,30.6,100.0,66.6,18.4,8.32,Low,77.78,1,B
Sneha Reddy,EE20241167,EE,8,88.1,17.0,55.8,56.0,20.6,7.74,Low,53.3,1,C
Gaurav Joshi,EE20241168,EE,8,100.0,48.8,17.4,93.4,0.2,6.18,High,73.31,1,B
Harsh Mishra,ECE20241169,ECE,6,64.6,20.4,65.5,37.3,12.7,4.64,Low,55.13,1,C
Kavita Yadav,EE20241170,EE,1,84.8,27.5,62.7,18.2,11.8,4.82,High,64.83,1,C
Vivek Gupta,ME20241171,ME,5,100.0,34.7,60.2,71.6,11.8,5.27,Low,67.82,1,B
Rohan Khanna,ECE20241172,ECE,4,60.9,20.9,83.8,65.6,9.1,2.99,None,52.01,1,C
Komal Sharma,EE20241173,EE,3,44.4,5.8,78.4,35.8,11.2,4.39,Medium,50.85,1,C
Tanvi Pillai,ECE20241174,ECE,6,38.2,22.9,68.6,24.3,20.8,3.53,None,49.19,1,D
Priya Saxena,CE20241175,CE,7,84.8,40.4,71.9,91.8,0.0,8.62,Low,72.06,1,B
Pooja Dubey,CSE20241176,CSE,3,38.1,24.0,59.7,89.1,28.2,7.31,Low,57.36,1,C
Ankita Mehta,ECE20241177,ECE,3,65.3,17.8,100.0,3.3,17.9,7.61,Medium,59.63,1,C
Ishita Verma,CSE20241178,CSE,1,79.9,39.1,29.5,47.9,13.7,7.26,Low,56.9,1,C
Kunal Das,EE20241179,EE,4,75.3,24.0,65.1,94.6,21.3,6.5,None,71.53,1,B
Anjali Mehta,CSE20241180,CSE,5,79.7,21.9,63.4,47.5,2.4,8.83,Medium,60.54,1,C
Priya Srivastava,ECE20241181,ECE,8,76.0,29.8,79.9,47.2,8.7,5.1,Low,62.08,1,C
Ritu Nair,CE20241182,CE,2,95.0,37.2,43.4,51.8,13.0,6.39,High,66.43,1,B
Sonal Bhatia,EE20241183,EE,2,54.9,50.0,23.6,33.3,24.9,7.54,Low,59.4,1,C
Simran Das,ECE20241184,ECE,3,59.8,37.9,65.5,20.5,13.6,3.82,Medium,61.75,1,C
Ritu Das,EE20241185,EE,8,58.1,41.9,68.2,81.2,17.6,10.0,Low,73.65,1,B
Karan Yadav,ME20241186,ME,8,86.9,21.9,94.8,17.5,9.3,6.25,Medium,56.32,1,C
Rajat Gupta,CSE20241187,CSE,4,88.2,15.7,34.1,63.4,17.9,6.46,Medium,55.38,1,C
Kunal Verma,ME20241188,ME,7,80.1,28.7,87.4,77.5,27.4,8.46,High,78.61,1,B
Megha Jain,ECE20241189,ECE,7,93.3,29.3,100.0,26.1,22.0,7.85,None,64.35,1,C
Nisha Srivastava,CE20241190,CE,6,50.8,15.1,53.7,37.7,13.3,6.27,Low,41.83,1,D
Nikhil Mishra,EE20241191,EE,1,100.0,25.9,33.6,84.7,19.4,6.43,Medium,63.6,1,C
Divya Gupta,CSE20241192,CSE,4,99.4,32.8,53.0,69.7,18.6,3.49,None,68.8,1,B
Bhavna Tiwari,EE20241193,EE,4,85.2,32.3,62.3,44.4,18.1,5.2,Low,57.59,1,C
Priya Reddy,ECE20241194,ECE,1,100.0,34.1,74.4,84.4,22.9,7.13,High,71.51,1,B
Amit Pillai,EE20241195,EE,8,42.2,31.5,49.0,84.5,22.8,7.0,Low,51.08,1,C
Sakshi Rajput,CSE20241196,CSE,7,62.6,21.9,96.2,63.9,13.0,8.4,High,58.98,1,C
Siddharth Tiwari,ECE20241197,ECE,7,58.8,21.8,37.5,38.2,19.1,5.98,None,54.57,1,C
Karan Thakur,EE20241198,EE,8,85.0,13.6,23.7,48.9,10.9,3.7,Medium,44.55,1,D
Divya Khanna,CE20241199,CE,7,53.1,49.4,86.3,64.3,6.6,8.1,Medium,75.72,1,B
Manish Kumar,ECE20241200,ECE,3,85.6,28.2,12.0,53.9,11.8,8.78,Medium,61.41,1,C
Suresh Patel,ECE20241201,ECE,4,96.7,25.3,57.5,78.7,13.4,7.82,High,70.78,1,B
Arjun Yadav,CE20241202,CE,2,84.5,16.9,100.0,24.3,0.7,5.91,None,52.66,1,C
Jyoti Iyer,ME20241203,ME,1,77.1,50.0,61.7,25.1,20.9,8.08,High,79.01,1,B
Akash Gupta,CSE20241204,CSE,7,54.2,15.1,37.3,62.0,0.0,10.0,Medium,50.51,1,C
Rahul Reddy,ME20241205,ME,6,56.8,22.9,60.7,47.2,35.7,6.41,Low,65.03,1,B
Rajat Mishra,EE20241206,EE,7,94.5,33.0,60.9,44.2,26.0,3.84,High,69.53,1,B
Aditya Yadav,CE20241207,CE,7,86.0,35.2,65.5,19.1,11.9,5.14,Low,55.59,1,C
Tushar Yadav,ME20241208,ME,5,71.3,39.5,76.6,58.4,14.1,7.33,High,69.29,1,B
Priya Kumar,ECE20241209,ECE,3,64.5,49.7,39.1,56.8,16.4,3.31,Low,58.06,1,C
Divya Chauhan,EE20241210,EE,1,35.5,34.1,99.1,72.4,9.3,6.5,High,71.04,1,B
Tushar Malhotra,EE20241211,EE,5,52.7,15.3,67.4,59.5,15.5,6.88,Medium,50.89,1,C
Vikram Srivastava,ME20241212,ME,5,100.0,24.9,78.0,55.1,12.8,8.96,None,65.06,1,B
Manish Pandey,ME20241213,ME,6,49.0,31.7,48.2,83.9,13.2,8.56,Medium,64.7,1,C
Mohit Verma,CE20241214,CE,4,75.4,50.0,90.3,29.1,15.5,7.76,None,73.02,1,B
Divya Mehta,CSE20241215,CSE,6,90.1,11.2,56.3,69.8,3.5,2.31,Low,48.85,1,D
Rajat Reddy,ME20241216,ME,4,49.4,42.4,68.1,21.2,14.3,7.86,None,69.29,1,B
Jyoti Agarwal,ME20241217,ME,4,75.3,30.2,41.5,39.6,15.3,7.47,None,61.92,1,C
Tushar Mehta,ECE20241218,ECE,1,88.9,38.1,40.1,31.3,15.0,6.66,Low,61.92,1,C
Nikhil Agarwal,EE20241219,EE,7,72.2,26.8,77.1,75.2,12.3,3.09,Medium,52.85,1,C
Kunal Mehta,CSE20241220,CSE,1,100.0,17.9,52.2,56.6,23.1,4.8,Low,56.25,1,C
Karan Tiwari,ECE20241221,ECE,3,42.0,37.0,43.2,57.7,11.2,4.1,Medium,56.04,1,C
Priya Iyer,CE20241222,CE,4,91.1,35.9,47.8,33.7,15.8,2.57,Low,50.84,1,C
Rajat Chauhan,CE20241223,CE,5,68.9,39.7,77.4,51.4,24.4,6.19,Medium,80.54,1,A
Varun Yadav,ME20241224,ME,7,85.9,27.8,48.2,41.2,13.4,4.76,Medium,56.55,1,C
Suresh Gupta,ME20241225,ME,2,79.9,20.8,59.4,66.4,15.7,10.0,Low,64.92,1,C
Akash Pillai,CE20241226,CE,3,58.8,9.3,62.3,36.2,13.2,5.9,High,43.0,1,D
Manish Thakur,ME20241227,ME,1,76.1,37.8,19.8,87.3,23.9,8.53,Medium,72.94,1,B
Sonal Srivastava,CSE20241228,CSE,6,38.6,33.1,29.6,21.1,11.9,3.38,Medium,35.63,0,F
Deepak Kumar,ME20241229,ME,3,82.9,16.4,69.4,40.3,24.3,5.25,Low,66.51,1,B
Manish Kumar,EE20241230,EE,3,77.4,21.5,45.8,94.9,13.2,6.37,None,66.78,1,B
Rahul Thakur,ME20241231,ME,7,83.5,22.4,85.2,48.4,7.1,4.57,High,64.49,1,C
Amit Agarwal,ECE20241232,ECE,3,91.0,10.2,83.3,29.1,19.4,5.44,High,49.22,1,D
Simran Dubey,CSE20241233,CSE,3,78.6,18.2,77.8,62.8,11.6,5.81,None,58.55,1,C
Ishita Mishra,ECE20241234,ECE,2,74.7,14.4,100.0,47.5,19.0,5.78,Low,64.23,1,C
Pankaj Thakur,ECE20241235,ECE,8,56.1,23.1,60.2,39.6,0.0,9.54,Medium,56.52,1,C
Bhavna Verma,EE20241236,EE,6,59.2,19.1,76.3,33.9,14.0,6.88,Medium,48.23,1,D
Akash Mehta,CSE20241237,CSE,6,93.4,8.5,49.1,100.0,10.3,7.06,High,58.21,1,C
Nikhil Jain,CSE20241238,CSE,6,97.9,50.0,100.0,52.5,5.5,7.17,None,77.33,1,B
Manish Saxena,CSE20241239,CSE,4,67.7,43.0,100.0,15.6,9.6,7.3,Low,63.21,1,C
Tushar Jain,CSE20241240,CSE,5,72.8,18.7,62.3,90.9,9.4,6.05,None,65.96,1,B
Gaurav Pandey,CSE20241241,CSE,8,55.7,31.3,70.5,71.4,13.6,5.62,Low,50.8,1,C
Rajat Patel,EE20241242,EE,6,93.1,33.0,91.9,41.1,3.1,6.5,None,68.87,1,B
Manish Chopra,ME20241243,ME,3,84.0,42.3,58.8,37.5,16.5,8.28,High,65.48,1,B
Rohan Pillai,ECE20241244,ECE,3,100.0,18.2,47.6,72.8,24.9,8.23,Medium,62.42,1,C
Manish Malhotra,CSE20241245,CSE,6,56.2,41.1,81.2,52.6,16.2,5.77,High,57.52,1,C
Aman Agarwal,ME20241246,ME,7,65.2,21.4,63.7,15.6,20.5,7.58,None,49.38,1,D
Anjali Joshi,ME20241247,ME,6,76.2,12.0,66.0,97.3,22.8,5.85,Low,68.26,1,B
